PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
31,4/14/23,4:24:06 PM,3,2,Henry Leake,leakehe42,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,2,Top,1,1,0,Sinker,,BallCalled,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,1b5aad15-181e-4560-918e-8a425d9c6d0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
32,4/14/23,4:24:39 PM,3,3,Henry Leake,leakehe42,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,2,Top,2,2,0,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3996e71e-c0f7-49d9-bead-0fc5a7c48026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
33,4/14/23,4:24:57 PM,3,4,Henry Leake,leakehe42,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,2,Top,2,3,0,Fastball,,StrikeSwinging,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,0abf3cb0-8d1f-415d-89bc-db7d18f60e50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
34,4/14/23,4:25:38 PM,3,5,Henry Leake,leakehe42,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,2,Top,2,2,2,,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,eb97f3c7-52d5-4b4b-a715-a804d03ebc0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
35,4/14/23,4:25:47 PM,3,6,Henry Leake,leakehe42,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,2,Top,2,3,2,Slider,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,dcf5161e-6b5b-47c3-9d9b-e05b0f6e1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
36,4/14/23,4:26:04 PM,3,7,Henry Leake,leakehe42,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,2,Top,2,3,2,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,bbbee13f-c1c0-4b83-8fc7-f76d4b556126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
37,4/14/23,4:26:24 PM,3,8,Henry Leake,leakehe42,Right,Boston college,Giovanni Digiacomo,digiagi42,Left,Duke,,2,Top,2,3,2,Slider,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,ac3f3a5b-f6e8-41f9-a998-f6e893079d89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
38,4/14/23,4:26:52 PM,3,9,Henry Leake,leakehe42,Right,Boston college,Devin Obee,obee-de42,Right,Duke,,2,Top,2,3,2,Fastball,,BallCalled,Walk,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,eab23354-d706-44f6-99b6-c6a060ac48c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
39,4/14/23,4:27:26 PM,4,1,Henry Leake,leakehe42,Right,Boston college,Devin Obee,obee-de42,Right,Duke,,2,Top,2,0,0,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,43427d41-c320-4357-81e0-b804a0971372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
40,4/14/23,4:27:40 PM,4,2,Henry Leake,leakehe42,Right,Boston college,Devin Obee,obee-de42,Right,Duke,,2,Top,2,1,0,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,9d01e4e2-efb6-4a19-bf4a-b7e0e5b098e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
41,4/14/23,4:28:01 PM,4,3,Henry Leake,leakehe42,Right,Boston college,Devin Obee,obee-de42,Right,Duke,,2,Top,2,1,1,Slider,,StrikeSwinging,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,50b75c0d-12f6-437d-8d8d-e44969670316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
42,4/14/23,4:28:21 PM,4,4,Henry Leake,leakehe42,Right,Boston college,Alex Mooney,mooneal43,Right,Duke,,2,Top,2,1,2,Slider,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,36fde786-f0fe-49fe-8ff0-055a2294d034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
43,4/14/23,4:30:30 PM,1,1,Jason White,whiteja85,Right,Duke,Cameron Leary,learyca42,Left,Boston college,,2,Bottom,0,0,0,Changeup,,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,f416b8dd-0d07-46f8-a324-6332f1928cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
44,4/14/23,4:30:38 PM,1,2,Jason White,whiteja85,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,2,Bottom,0,0,1,Slider,,HitByPitch,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,f9b0a54b-8e80-4958-98af-72f6ba938574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
45,4/14/23,4:31:21 PM,2,1,Jason White,whiteja85,Right,Duke,Nick Wang,wang-ni42,Right,Boston college,,2,Bottom,0,0,0,Slider,,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,96b1bdef-63e0-48a2-9dc0-54bde8ff01d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
46,4/14/23,4:31:38 PM,2,2,Jason White,whiteja85,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,2,Bottom,0,0,1,Slider,,InPlay,,GroundBall,Out,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,ec92e08c-882c-4fd5-af62-f924cf5305f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
47,4/14/23,4:32:28 PM,3,1,Jason White,whiteja85,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,2,Bottom,2,0,0,Fastball,,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,1cd23528-a949-4e0f-9a45-67966a171147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
48,4/14/23,4:32:30 PM,3,2,Jason White,whiteja85,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,2,Bottom,2,0,1,Slider,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,7865f91d-b74d-458a-969a-19c289dfe884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
49,4/14/23,4:32:38 PM,3,3,Jason White,whiteja85,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,2,Bottom,2,1,1,,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,89de9063-02ed-4cef-8153-2c61c5197ea2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
50,4/14/23,4:32:54 PM,3,4,Jason White,whiteja85,Right,Duke,Barry Walsh,walshba42,Right,Boston college,,2,Bottom,2,2,1,Curveball,,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,1c9ba8ee-2e2c-4cc7-a94b-8817e8e081d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
51,4/14/23,4:33:12 PM,3,5,Jason White,whiteja85,Right,Duke,Vince Cimini,ciminvi42,Right,Boston college,,2,Bottom,2,2,2,Slider,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3f85d1d0-842e-4320-b12a-22b205a2a53d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Stone,stoneal45,Duke
52,4/14/23,4:35:39 PM,1,1,Henry Leake,leakehe42,Right,Boston college,Andrew Fischer,fischan44,Left,Duke,,3,Top,0,0,0,Fastball,,InPlay,,FlyBall,HomeRun,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,7724d1cf-6430-48af-b11b-b5eb6a74b230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
53,4/14/23,4:36:15 PM,2,1,Henry Leake,leakehe42,Right,Boston college,Andrew Fischer,fischan44,Left,Duke,,3,Top,0,0,0,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,ae450427-f94a-4db8-83fe-4a53c22d7c85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
54,4/14/23,4:36:17 PM,2,2,Henry Leake,leakehe42,Right,Boston college,Andrew Fischer,fischan44,Left,Duke,,3,Top,0,1,0,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,d9261c68-a3f4-4e03-8ee4-da1a40e86d7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
55,4/14/23,4:36:37 PM,2,3,Henry Leake,leakehe42,Right,Boston college,Andrew Fischer,fischan44,Left,Duke,,3,Top,0,1,1,Slider,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,f58bf26d-4ea3-476e-8a4a-475a8ec040e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
56,4/14/23,4:36:54 PM,2,4,Henry Leake,leakehe42,Right,Boston college,Andrew Fischer,fischan44,Left,Duke,,3,Top,0,2,1,Slider,,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3d62c8eb-487a-4b07-9bcc-4847eeae251a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
57,4/14/23,4:37:32 PM,2,5,Henry Leake,leakehe42,Right,Boston college,Andrew Fischer,fischan44,Left,Duke,,3,Top,0,2,2,Slider,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,3f470b2a-d1f9-41fb-88fd-7ee223e1be05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
58,4/14/23,4:38:03 PM,2,6,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,3,Top,0,2,2,Slider,,InPlay,,FlyBall,Double,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,2863d193-a700-43c9-a337-cfa9c497528d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
59,4/14/23,4:38:36 PM,3,1,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,3,Top,0,0,0,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,691ec87a-e44b-4fc6-bcd3-72a810025701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
60,4/14/23,4:38:55 PM,3,2,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,3,Top,0,1,0,Slider,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,e106d468-3852-4ed0-9910-f2d6512b9126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
61,4/14/23,4:39:03 PM,3,3,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,3,Top,0,2,0,Fastball,,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,0be3f0ac-7976-4d6a-866b-c099a9c9211a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
62,4/14/23,4:39:23 PM,3,4,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,3,Top,0,2,1,Slider,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,55462b7f-3f8a-44cf-9979-4abd0aca3660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
63,4/14/23,4:39:44 PM,3,5,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,3,Top,0,2,2,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,84308dbe-26ab-4320-a52b-573a2a900252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
64,4/14/23,4:40:11 PM,3,6,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,3,Top,0,2,2,Fastball,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,27f4d8d1-0f74-4517-be16-1954009d1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
65,4/14/23,4:40:15 PM,3,6,Henry Leake,leakehe42,Right,Boston college,Jay Beshears,besheja43,Right,Duke,,3,Top,0,2,2,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,7e1e2097-f190-4a31-a54a-a597977c3ae2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
66,4/14/23,4:40:34 PM,3,7,Henry Leake,leakehe42,Right,Boston college,Alex Stone,stoneal45,Right,Duke,,3,Top,0,3,2,Fastball,,InPlay,,LineDrive,Single,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,10f6b054-321a-4f21-aef0-e93a5d2ce0a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
67,4/14/23,4:41:05 PM,4,1,Henry Leake,leakehe42,Right,Boston college,Alex Stone,stoneal45,Right,Duke,,3,Top,0,0,0,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,a41ff7e6-3b5d-48b5-9dd6-2d59ecd9d801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
68,4/14/23,4:41:31 PM,4,2,Henry Leake,leakehe42,Right,Boston college,Alex Stone,stoneal45,Right,Duke,,3,Top,0,0,1,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,e18ffcb2-0c27-49b8-b362-7ec47b2ce1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
69,4/14/23,4:41:58 PM,4,3,Henry Leake,leakehe42,Right,Boston college,Alex Stone,stoneal45,Right,Duke,,3,Top,0,0,2,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,15c990e1-cccd-4d3d-b539-4f2cfcb08ead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
70,4/14/23,4:42:36 PM,4,4,Henry Leake,leakehe42,Right,Boston college,Luke Storm,stormlu42,Switch,Duke,,3,Top,0,1,2,Slider,,InPlay,,LineDrive,Double,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,9b524ff4-4856-44ae-b89e-563d4feabb10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
71,4/14/23,4:45:34 PM,5,1,Henry Leake,leakehe42,Right,Boston college,Mj Metz,metz-mj42,Right,Duke,,3,Top,1,0,0,Slider,,InPlay,,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,84a9f7ac-3902-4d2c-82b9-e85fc2ac2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
72,4/14/23,4:45:56 PM,6,1,Henry Leake,leakehe42,Right,Boston college,Mj Metz,metz-mj42,Right,Duke,,3,Top,2,0,0,Slider,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,cf6e3506-51ac-4736-a1eb-a941b0906377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
73,4/14/23,4:46:11 PM,6,2,Henry Leake,leakehe42,Right,Boston college,Mj Metz,metz-mj42,Right,Duke,,3,Top,2,1,0,Slider,,StrikeCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,bb3feb6f-3432-4a5c-ba14-1e0243ec61f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
74,4/14/23,4:46:27 PM,6,3,Henry Leake,leakehe42,Right,Boston college,Mj Metz,metz-mj42,Right,Duke,,3,Top,2,1,1,Fastball,,BallCalled,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,57cad9e2-6385-4ee9-9204-485b47d02f19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
75,4/14/23,4:46:46 PM,6,4,Henry Leake,leakehe42,Right,Boston college,Mj Metz,metz-mj42,Right,Duke,,3,Top,2,2,1,Fastball,,Foul,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,2a0b50af-0513-4195-842e-47c162f0d6ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Burns,burnspe42,Boston college
76,4/14/23,4:47:01 PM,6,5,Henry Leake,leakehe42,Right,Boston college,Mj Metz,metz-mj42,Right,Duke,,3,Top,2,2,2,Fastball,,Foul,,,,0,0,,84.5411896,-0.761258994,-1.334039753,,,,5.380819684,0.067406885,6,,,,1.571464556,-1.172502264,77.83226962,-7.708567228,-1.334039753,,,,,,,,,,,,,,,,,,,,,,,,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,0d5978e0-7137-47b8-950a-03d3ce7d921e,84.68046272,5.375852225,0.067406885,-0.701625717,-1.334039753,77.9379107,1.575780079,-1.172502264,-7.642768623,-1.334039753,0.449120441,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.66,Peter Burns,burnspe42,Boston college
77,4/14/23,4:47:21 PM,6,6,Henry Leake,leakehe42,Right,Boston college,Damon Lux,lux--da43,Right,Duke,,3,Top,2,2,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,89.04724693,-1.095522885,0.245798121,2070.098192,228.9441384,1:45,5.63726073,-0.342523375,6,-23.26905974,12.13018961,11.93879391,2.680000708,0.88079075,80.96383971,-5.467714698,2.498631973,0.428221579,,,,,,,,,,,,-6.365780943,6.874093895,0.315566328,50,5.534571472,-0.944501761,-129.5330536,-3.234848045,-10.72599914,29.15142182,-20.59157041,Boston College,Duke,,,,88e56a10-1f86-4a4d-b15e-ead714d551ba,7f1ddb6f-e419-4a98-95dc-9c9d92d0eb5b,89.22904779,5.635837627,-0.338407707,-1.079203437,0.196279555,81.11086853,2.681575011,0.877560944,-5.443255233,2.44893477,0.428087397,12.40285073,10.59482826,2.513498342,84.39419832,2068.106587,90.78364452,99.90379175,-0.656162645,0.043854753,-0.753344107,,,,,,,,,,,,,,,,,0.899028235,0,,,medium,high,14.04522151,-76.62717466,54.66,Peter Burns,burnspe42,Boston college
